,Driver,Lap,Position,LapTime,Constructor
612,russell,35,1,0.9708833333333333,mercedes
613,bottas,35,2,0.9705833333333334,mercedes
614,stroll,35,3,0.9790333333333333,racing_point
615,ocon,35,4,0.9797666666666667,renault
616,perez,35,5,0.9798,racing_point
617,albon,35,6,0.9827333333333333,red_bull
618,sainz,35,7,0.9693833333333334,mclaren
619,kvyat,35,8,0.9710666666666666,alphatauri
620,ricciardo,35,9,0.9679333333333333,renault
621,gasly,35,10,0.9682666666666667,alphatauri
622,norris,35,11,0.9782833333333333,mclaren
623,vettel,35,12,0.9705666666666667,ferrari
624,latifi,35,13,0.98015,williams
625,giovinazzi,35,14,0.9799833333333333,alfa
626,kevin_magnussen,35,15,0.9837833333333333,haas
627,aitken,35,16,0.9778833333333333,williams
628,raikkonen,35,17,0.9777,alfa
629,pietro_fittipaldi,35,18,0.9714166666666667,haas
630,russell,36,1,0.9759,mercedes
631,bottas,36,2,0.9731166666666666,mercedes
632,stroll,36,3,0.97755,racing_point
633,ocon,36,4,0.97845,renault
634,perez,36,5,0.9770166666666666,racing_point
635,albon,36,6,0.9802166666666666,red_bull
636,sainz,36,7,0.9707,mclaren
637,kvyat,36,8,0.9709666666666666,alphatauri
638,ricciardo,36,9,0.9735666666666667,renault
639,gasly,36,10,0.9695833333333334,alphatauri
640,norris,36,11,0.9772666666666666,mclaren
641,vettel,36,12,0.9700833333333333,ferrari
642,latifi,36,13,0.97515,williams
643,giovinazzi,36,14,0.9784166666666667,alfa
644,kevin_magnussen,36,15,0.9814333333333334,haas
645,aitken,36,16,0.9742,williams
646,raikkonen,36,17,0.98505,alfa
647,pietro_fittipaldi,36,18,0.9830833333333333,haas
648,russell,37,1,0.9718166666666667,mercedes
649,bottas,37,2,0.9685666666666667,mercedes
650,stroll,37,3,0.97685,racing_point
651,ocon,37,4,0.9761333333333333,renault
652,perez,37,5,0.9799333333333333,racing_point
653,albon,37,6,0.9803833333333334,red_bull
654,sainz,37,7,0.97275,mclaren
655,kvyat,37,8,0.9683,alphatauri
656,ricciardo,37,9,0.9719833333333333,renault
657,gasly,37,10,0.9702,alphatauri
658,norris,37,11,0.9777166666666667,mclaren
659,vettel,37,12,0.97835,ferrari
660,latifi,37,13,0.9810166666666666,williams
661,giovinazzi,37,14,0.9772333333333333,alfa
662,kevin_magnussen,37,15,0.9797833333333333,haas
663,aitken,37,16,0.9820833333333333,williams
664,raikkonen,37,17,0.9814333333333334,alfa
665,pietro_fittipaldi,37,18,0.9814833333333334,haas
666,russell,38,1,0.9706666666666667,mercedes
667,bottas,38,2,0.9765666666666667,mercedes
668,stroll,38,3,0.9787833333333333,racing_point
669,ocon,38,4,0.9795333333333334,renault
670,perez,38,5,0.9785,racing_point
671,albon,38,6,0.9772833333333333,red_bull
672,sainz,38,7,0.9715333333333334,mclaren
673,kvyat,38,8,0.9735166666666667,alphatauri
674,ricciardo,38,9,0.9690166666666666,renault
675,gasly,38,10,0.9733166666666667,alphatauri
676,norris,38,11,0.98385,mclaren
677,vettel,38,12,0.9729833333333333,ferrari
678,latifi,38,13,0.9747666666666667,williams
679,giovinazzi,38,14,0.981,alfa
680,kevin_magnussen,38,15,0.98125,haas
681,aitken,38,16,0.9847,williams
682,raikkonen,38,17,0.9837833333333333,alfa
683,pietro_fittipaldi,38,18,0.9762833333333333,haas
684,russell,39,1,0.9711166666666666,mercedes
685,bottas,39,2,0.9699666666666666,mercedes
686,stroll,39,3,0.9773833333333334,racing_point
687,ocon,39,4,0.9764666666666667,renault
688,perez,39,5,0.9777333333333333,racing_point
689,albon,39,6,0.9783333333333334,red_bull
690,sainz,39,7,0.9652166666666666,mclaren
691,kvyat,39,8,0.97035,alphatauri
692,ricciardo,39,9,0.9714833333333334,renault
693,gasly,39,10,0.9713333333333334,alphatauri
694,norris,39,11,0.9720166666666666,mclaren
695,vettel,39,12,0.9736166666666667,ferrari
696,latifi,39,13,0.9796833333333334,williams
697,giovinazzi,39,14,0.9759666666666666,alfa
698,kevin_magnussen,39,15,0.97735,haas
699,aitken,39,16,0.9789833333333333,williams
700,raikkonen,39,17,0.9801,alfa
701,pietro_fittipaldi,39,18,0.9768166666666667,haas
702,russell,40,1,0.9713333333333334,mercedes
703,bottas,40,2,0.9712,mercedes
704,stroll,40,3,0.9783166666666666,racing_point
705,ocon,40,4,0.9782166666666666,renault
706,perez,40,5,0.9766666666666667,racing_point
707,albon,40,6,0.9778833333333333,red_bull
708,sainz,40,7,0.9684166666666667,mclaren
709,kvyat,40,8,0.9701666666666666,alphatauri
710,ricciardo,40,9,0.9717333333333333,renault
711,gasly,40,10,0.9684833333333334,alphatauri
712,norris,40,11,0.9757666666666667,mclaren
713,vettel,40,12,0.97455,ferrari
714,latifi,40,13,0.97615,williams
715,giovinazzi,40,14,0.9766666666666667,alfa
716,kevin_magnussen,40,15,0.9790166666666666,haas
717,aitken,40,16,0.9816666666666667,williams
718,raikkonen,40,17,0.9788166666666667,alfa
719,pietro_fittipaldi,40,18,1.0404,haas
720,russell,41,1,0.9688833333333333,mercedes
721,bottas,41,2,0.9727166666666667,mercedes
722,stroll,41,3,0.9754166666666667,racing_point
723,perez,41,4,0.9788333333333333,racing_point
724,ocon,41,5,1.0160333333333333,renault
725,albon,41,6,0.98155,red_bull
726,sainz,41,7,0.9687666666666667,mclaren
727,kvyat,41,8,0.9783166666666666,alphatauri
728,ricciardo,41,9,0.9762166666666666,renault
729,gasly,41,10,0.97285,alphatauri
730,norris,41,11,0.9745333333333334,mclaren
731,vettel,41,12,0.9764833333333334,ferrari
732,latifi,41,13,0.9771,williams
733,giovinazzi,41,14,0.9773,alfa
734,kevin_magnussen,41,15,0.979,haas
735,aitken,41,16,0.97765,williams
736,raikkonen,41,17,0.9815333333333334,alfa
737,pietro_fittipaldi,41,18,1.0170166666666667,haas
738,russell,42,1,0.9694166666666667,mercedes
739,bottas,42,2,0.9673833333333334,mercedes
740,stroll,42,3,1.027,racing_point
741,perez,42,4,0.9746333333333334,racing_point
742,albon,42,5,0.97895,red_bull
743,sainz,42,6,0.9707666666666667,mclaren
744,kvyat,42,7,0.9632666666666667,alphatauri
745,ricciardo,42,8,0.96665,renault
746,gasly,42,9,0.9720333333333333,alphatauri
747,ocon,42,10,1.3030333333333333,renault
748,norris,42,11,0.9806666666666667,mclaren
749,vettel,42,12,0.9730833333333333,ferrari
750,latifi,42,13,0.9747,williams
751,giovinazzi,42,14,0.9751,alfa
752,kevin_magnussen,42,15,0.9784,haas
753,aitken,42,16,0.9797333333333333,williams
754,raikkonen,42,17,0.9879166666666667,alfa
755,pietro_fittipaldi,42,18,0.9838166666666667,haas
756,russell,43,1,0.9694,mercedes
757,bottas,43,2,0.9717333333333333,mercedes
758,perez,43,3,0.96875,racing_point
759,albon,43,4,0.9732166666666666,red_bull
760,sainz,43,5,0.9661166666666666,mclaren
761,kvyat,43,6,0.969,alphatauri
762,ricciardo,43,7,0.9699833333333333,renault
763,gasly,43,8,0.9772166666666666,alphatauri
764,ocon,43,9,0.96165,renault
765,stroll,43,10,1.3201666666666667,racing_point
766,norris,43,11,0.9742333333333333,mclaren
767,vettel,43,12,0.9726333333333333,ferrari
768,latifi,43,13,0.97615,williams
769,giovinazzi,43,14,0.97795,alfa
770,kevin_magnussen,43,15,0.9807666666666667,haas
771,aitken,43,16,0.9772166666666666,williams
772,raikkonen,43,17,0.9787833333333333,alfa
773,pietro_fittipaldi,43,18,0.9828333333333333,haas
774,russell,44,1,0.9720666666666666,mercedes
775,bottas,44,2,0.9738833333333333,mercedes
776,perez,44,3,0.9754333333333334,racing_point
777,albon,44,4,0.9790833333333333,red_bull
778,sainz,44,5,0.9700833333333333,mclaren
779,kvyat,44,6,0.9697,alphatauri
780,ricciardo,44,7,0.9677333333333333,renault
781,gasly,44,8,0.97065,alphatauri
782,ocon,44,9,0.9565333333333333,renault
783,stroll,44,10,0.9566833333333333,racing_point
784,norris,44,11,0.9731166666666666,mclaren
785,vettel,44,12,0.9737833333333333,ferrari
786,latifi,44,13,0.9799,williams
787,giovinazzi,44,14,0.9788333333333333,alfa
788,kevin_magnussen,44,15,0.98245,haas
789,aitken,44,16,0.9782,williams
790,raikkonen,44,17,0.9826666666666667,alfa
791,pietro_fittipaldi,44,18,1.0046666666666666,haas
792,russell,45,1,1.00885,mercedes
793,bottas,45,2,0.9683166666666667,mercedes
794,perez,45,3,0.9702333333333333,racing_point
795,albon,45,4,0.9762666666666666,red_bull
796,sainz,45,5,0.9671833333333333,mclaren
797,kvyat,45,6,0.9688833333333333,alphatauri
798,ricciardo,45,7,0.96565,renault
799,gasly,45,8,0.96555,alphatauri
800,ocon,45,9,0.9581666666666667,renault
801,stroll,45,10,0.9577333333333333,racing_point
802,norris,45,11,0.9782333333333333,mclaren
803,vettel,45,12,0.9717666666666667,ferrari
804,latifi,45,13,0.9789166666666667,williams
805,giovinazzi,45,14,0.9813833333333334,alfa
806,kevin_magnussen,45,15,0.97895,haas
807,aitken,45,16,0.9796,williams
808,raikkonen,45,17,0.9822833333333333,alfa
809,pietro_fittipaldi,45,18,0.9829,haas
810,bottas,46,1,0.9681,mercedes
811,russell,46,2,1.31285,mercedes
812,perez,46,3,0.97175,racing_point
813,albon,46,4,0.9765166666666667,red_bull
814,sainz,46,5,0.9698166666666667,mclaren
815,kvyat,46,6,0.9732166666666666,alphatauri
816,ricciardo,46,7,0.9838666666666667,renault
817,gasly,46,8,0.9710166666666666,alphatauri
818,ocon,46,9,0.9586666666666667,renault
819,stroll,46,10,0.9620833333333333,racing_point
820,norris,46,11,0.9753666666666667,mclaren
821,vettel,46,12,0.9741666666666666,ferrari
822,latifi,46,13,0.9783333333333334,williams
823,giovinazzi,46,14,0.9824,alfa
824,kevin_magnussen,46,15,0.9797,haas
825,aitken,46,16,0.99465,williams
826,raikkonen,46,17,0.9831166666666666,alfa
827,pietro_fittipaldi,46,18,1.0282333333333333,haas
828,bottas,47,1,0.9755333333333334,mercedes
829,russell,47,2,0.9440666666666667,mercedes
830,perez,47,3,1.0153,racing_point
831,sainz,47,4,0.97325,mclaren
832,albon,47,5,1.0292,red_bull
833,kvyat,47,6,0.97115,alphatauri
834,ricciardo,47,7,0.9748,renault
835,gasly,47,8,0.9712,alphatauri
836,ocon,47,9,0.9618666666666666,renault
837,stroll,47,10,0.9614666666666667,racing_point
838,norris,47,11,0.9826666666666667,mclaren
839,vettel,47,12,0.97375,ferrari
840,latifi,47,13,0.9784166666666667,williams
841,giovinazzi,47,14,0.9766166666666667,alfa
842,kevin_magnussen,47,15,0.9833833333333334,haas
843,aitken,47,16,0.9820166666666666,williams
844,raikkonen,47,17,0.98265,alfa
845,pietro_fittipaldi,47,18,0.9841833333333333,haas
846,bottas,48,1,0.9715,mercedes
847,russell,48,2,0.9455166666666667,mercedes
848,sainz,48,3,0.97105,mclaren
849,kvyat,48,4,0.9684,alphatauri
850,ricciardo,48,5,0.9723666666666667,renault
851,gasly,48,6,0.9709833333333333,alphatauri
852,ocon,48,7,0.9607833333333333,renault
853,stroll,48,8,0.9617166666666667,racing_point
854,perez,48,9,1.2923166666666666,racing_point
855,norris,48,10,0.9813,mclaren
856,albon,48,11,1.31045,red_bull
857,vettel,48,12,0.9754,ferrari
858,latifi,48,13,0.9823166666666666,williams
859,giovinazzi,48,14,0.9791166666666666,alfa
860,kevin_magnussen,48,15,0.98425,haas
861,aitken,48,16,0.9799833333333333,williams
862,raikkonen,48,17,0.9813166666666666,alfa
863,pietro_fittipaldi,48,18,1.0003166666666667,haas
864,bottas,49,1,1.0192333333333334,mercedes
865,russell,49,2,0.9521666666666667,mercedes
866,sainz,49,3,0.9663666666666667,mclaren
867,kvyat,49,4,0.97035,alphatauri
868,ricciardo,49,5,0.9689833333333333,renault
869,gasly,49,6,0.9760666666666666,alphatauri
870,ocon,49,7,0.9636666666666667,renault
871,stroll,49,8,0.9590833333333333,racing_point
872,perez,49,9,0.9534166666666667,racing_point
873,norris,49,10,0.9760833333333333,mclaren
874,albon,49,11,0.9634333333333334,red_bull
875,vettel,49,12,0.9762666666666666,ferrari
876,latifi,49,13,0.9806833333333334,williams
877,giovinazzi,49,14,0.9771833333333333,alfa
878,kevin_magnussen,49,15,0.9996666666666667,haas
879,aitken,49,16,0.9783833333333334,williams
880,raikkonen,49,17,0.9801333333333333,alfa
881,pietro_fittipaldi,49,18,0.9821,haas
882,russell,50,1,0.9518666666666666,mercedes
883,bottas,50,2,1.3035166666666667,mercedes
884,sainz,50,3,0.9716666666666667,mclaren
885,kvyat,50,4,0.9719166666666667,alphatauri
886,ricciardo,50,5,0.9714166666666667,renault
887,gasly,50,6,0.97375,alphatauri
888,ocon,50,7,0.96625,renault
889,stroll,50,8,0.9659,racing_point
890,perez,50,9,0.94895,racing_point
891,norris,50,10,0.9819833333333333,mclaren
892,albon,50,11,0.9581333333333333,red_bull
893,vettel,50,12,0.9756166666666667,ferrari
894,latifi,50,13,0.9771833333333333,williams
895,giovinazzi,50,14,0.978,alfa
896,kevin_magnussen,50,15,0.9946333333333334,haas
897,aitken,50,16,1.0027666666666666,williams
898,raikkonen,50,17,0.9829666666666667,alfa
899,pietro_fittipaldi,50,18,0.9854166666666667,haas
900,russell,51,1,0.9471833333333334,mercedes
901,bottas,51,2,0.9450833333333334,mercedes
902,sainz,51,3,0.96835,mclaren
903,kvyat,51,4,0.9735666666666667,alphatauri
904,ricciardo,51,5,0.9672333333333333,renault
905,ocon,51,6,0.9660666666666666,renault
906,stroll,51,7,0.96435,racing_point
907,gasly,51,8,1.0188,alphatauri
908,perez,51,9,0.9508666666666666,racing_point
909,norris,51,10,0.9752833333333333,mclaren
910,albon,51,11,0.9553333333333334,red_bull
911,vettel,51,12,0.9734833333333334,ferrari
912,latifi,51,13,0.9833,williams
913,giovinazzi,51,14,1.0063833333333334,alfa
914,kevin_magnussen,51,15,0.9928666666666667,haas
915,aitken,51,16,0.9800833333333333,williams
916,raikkonen,51,17,0.9835333333333334,alfa
917,pietro_fittipaldi,51,18,0.9796,haas
918,russell,52,1,0.9518666666666666,mercedes
919,bottas,52,2,0.9493333333333334,mercedes
920,sainz,52,3,0.9671833333333333,mclaren
921,kvyat,52,4,0.9738833333333333,alphatauri
922,ricciardo,52,5,0.9672333333333333,renault
923,ocon,52,6,0.9565833333333333,renault
924,stroll,52,7,0.9591333333333333,racing_point
925,perez,52,8,0.94875,racing_point
926,albon,52,9,0.9509333333333333,red_bull
927,norris,52,10,0.9851,mclaren
928,vettel,52,11,0.9697166666666667,ferrari
929,gasly,52,12,1.3130166666666667,alphatauri
930,latifi,52,13,0.9968166666666667,williams
931,giovinazzi,52,14,0.98155,alfa
932,kevin_magnussen,52,15,1.0035666666666667,haas
933,aitken,52,16,0.9774833333333334,williams
934,raikkonen,52,17,0.9814666666666667,alfa
935,pietro_fittipaldi,52,18,1.0092166666666667,haas
936,russell,53,1,0.9512666666666667,mercedes
937,bottas,53,2,0.9450666666666667,mercedes
938,sainz,53,3,0.9695666666666667,mclaren
939,ricciardo,53,4,0.9735,renault
940,kvyat,53,5,1.01645,alphatauri
941,ocon,53,6,0.9613166666666667,renault
942,stroll,53,7,0.9597666666666667,racing_point
943,perez,53,8,0.94915,racing_point
944,albon,53,9,0.9560166666666666,red_bull
945,norris,53,10,0.9836166666666667,mclaren
946,vettel,53,11,0.9739666666666666,ferrari
947,gasly,53,12,0.9536666666666667,alphatauri
948,giovinazzi,53,13,0.9804666666666667,alfa
949,kevin_magnussen,53,14,0.9867666666666667,haas
950,aitken,53,15,0.9777833333333333,williams
951,raikkonen,53,16,0.9812666666666666,alfa
952,pietro_fittipaldi,53,17,1.1624833333333333,haas
953,russell,54,1,0.9508,mercedes
954,bottas,54,2,0.9446,mercedes
955,sainz,54,3,0.9743,mclaren
956,ricciardo,54,4,0.96655,renault
957,ocon,54,5,0.9664166666666667,renault
958,stroll,54,6,0.9713666666666667,racing_point
959,perez,54,7,0.9571,racing_point
960,albon,54,8,1.0088666666666666,red_bull
961,norris,54,9,1.1042333333333334,mclaren
962,kvyat,54,10,1.4291333333333334,alphatauri
963,gasly,54,11,1.0956333333333332,alphatauri
964,vettel,54,12,1.1622,ferrari
965,giovinazzi,54,13,1.1495666666666666,alfa
966,kevin_magnussen,54,14,1.1786166666666666,haas
967,aitken,54,15,1.1873833333333332,williams
968,raikkonen,54,16,1.2266833333333333,alfa
969,pietro_fittipaldi,54,17,1.3821333333333334,haas
970,russell,55,1,1.0877,mercedes
971,bottas,55,2,1.1126333333333334,mercedes
972,sainz,55,3,1.22785,mclaren
973,ricciardo,55,4,1.2133,renault
974,ocon,55,5,1.1904833333333333,renault
975,stroll,55,6,1.1855,racing_point
976,perez,55,7,1.18415,racing_point
977,albon,55,8,1.1474333333333333,red_bull
978,kvyat,55,9,1.0796833333333333,alphatauri
979,gasly,55,10,1.07125,alphatauri
980,norris,55,11,1.33665,mclaren
981,vettel,55,12,1.3584333333333334,ferrari
982,giovinazzi,55,13,1.3159833333333333,alfa
983,kevin_magnussen,55,14,1.3249166666666667,haas
984,aitken,55,15,1.3469666666666666,williams
985,raikkonen,55,16,1.3237,alfa
986,pietro_fittipaldi,55,17,0.96435,haas
987,russell,56,1,1.07865,mercedes
988,bottas,56,2,1.0221,mercedes
989,ocon,56,3,0.9590333333333333,renault
990,perez,56,4,0.9487,racing_point
991,stroll,56,5,0.9763166666666667,racing_point
992,albon,56,6,0.9601,red_bull
993,sainz,56,7,1.3072833333333334,mclaren
994,ricciardo,56,8,1.2963,renault
995,kvyat,56,9,0.96025,alphatauri
996,gasly,56,10,0.9599833333333333,alphatauri
997,norris,56,11,0.9631833333333333,mclaren
998,vettel,56,12,0.9484166666666667,ferrari
999,giovinazzi,56,13,0.9481166666666667,alfa
1000,kevin_magnussen,56,14,0.9673,haas
1001,aitken,56,15,0.9565333333333333,williams
1002,raikkonen,56,16,0.95625,alfa
1003,pietro_fittipaldi,56,17,0.9623666666666667,haas
1004,russell,57,1,0.9496166666666667,mercedes
1005,bottas,57,2,0.9463166666666667,mercedes
1006,perez,57,3,0.9512166666666667,racing_point
1007,ocon,57,4,0.97525,renault
1008,stroll,57,5,0.96295,racing_point
1009,albon,57,6,0.9567666666666667,red_bull
1010,sainz,57,7,0.9591666666666666,mclaren
1011,ricciardo,57,8,0.94965,renault
1012,kvyat,57,9,0.95635,alphatauri
1013,gasly,57,10,0.9576666666666667,alphatauri
1014,norris,57,11,0.9884,mclaren
1015,vettel,57,12,0.9510833333333333,ferrari
1016,giovinazzi,57,13,0.9521833333333334,alfa
1017,kevin_magnussen,57,14,0.9586,haas
1018,aitken,57,15,0.9575666666666667,williams
1019,raikkonen,57,16,0.9563666666666667,alfa
1020,pietro_fittipaldi,57,17,0.96245,haas
1021,russell,58,1,0.94775,mercedes
1022,bottas,58,2,0.9507333333333333,mercedes
1023,perez,58,3,0.9553166666666667,racing_point
1024,ocon,58,4,0.9616333333333333,renault
1025,stroll,58,5,0.95775,racing_point
1026,albon,58,6,0.9551333333333333,red_bull
1027,sainz,58,7,0.9546666666666667,mclaren
1028,ricciardo,58,8,0.9532,renault
1029,kvyat,58,9,0.95595,alphatauri
1030,gasly,58,10,0.9591,alphatauri
1031,norris,58,11,0.9564833333333334,mclaren
1032,vettel,58,12,0.95235,ferrari
1033,giovinazzi,58,13,0.9525333333333333,alfa
1034,kevin_magnussen,58,14,0.9624833333333334,haas
1035,aitken,58,15,0.95895,williams
1036,raikkonen,58,16,0.9635333333333334,alfa
1037,pietro_fittipaldi,58,17,0.9660666666666666,haas
1038,russell,59,1,0.9495833333333333,mercedes
1039,bottas,59,2,0.94355,mercedes
1040,perez,59,3,0.94955,racing_point
1041,ocon,59,4,0.9592,renault
1042,stroll,59,5,0.96125,racing_point
1043,albon,59,6,0.9579166666666666,red_bull
1044,sainz,59,7,0.9529833333333333,mclaren
1045,ricciardo,59,8,0.9527666666666667,renault
1046,kvyat,59,9,0.9580166666666666,alphatauri
1047,gasly,59,10,0.9600833333333333,alphatauri
1048,norris,59,11,0.9657833333333333,mclaren
1049,vettel,59,12,0.9537333333333333,ferrari
1050,giovinazzi,59,13,0.9558666666666666,alfa
1051,kevin_magnussen,59,14,0.9647833333333333,haas
1052,raikkonen,59,15,0.96425,alfa
1053,aitken,59,16,1.1506833333333333,williams
1054,pietro_fittipaldi,59,17,1.0424333333333333,haas
1055,russell,60,1,0.9485,mercedes
1056,bottas,60,2,0.9427166666666666,mercedes
1057,perez,60,3,0.9535166666666667,racing_point
1058,ocon,60,4,0.9615833333333333,renault
1059,stroll,60,5,0.9589333333333333,racing_point
1060,albon,60,6,0.9591833333333334,red_bull
1061,sainz,60,7,0.95765,mclaren
1062,ricciardo,60,8,0.9565833333333333,renault
1063,kvyat,60,9,0.9586666666666667,alphatauri
1064,gasly,60,10,0.9644166666666667,alphatauri
1065,norris,60,11,1.0016333333333334,mclaren
1066,vettel,60,12,1.0478,ferrari
1067,giovinazzi,60,13,1.0625333333333333,alfa
1068,kevin_magnussen,60,14,1.12025,haas
1069,raikkonen,60,15,1.1734,alfa
1070,pietro_fittipaldi,60,16,1.26305,haas
1071,aitken,60,17,1.81255,williams
1072,russell,61,1,0.9526333333333333,mercedes
1073,bottas,61,2,0.9585,mercedes
1074,perez,61,3,1.1422166666666667,racing_point
1075,ocon,61,4,1.1310333333333333,renault
1076,stroll,61,5,1.1396333333333333,racing_point
1077,albon,61,6,1.16275,red_bull
1078,sainz,61,7,1.1959333333333333,mclaren
1079,ricciardo,61,8,1.1906666666666668,renault
1080,kvyat,61,9,1.2186666666666666,alphatauri
1081,gasly,61,10,1.31315,alphatauri
1082,norris,61,11,1.26115,mclaren
1083,vettel,61,12,1.2383833333333334,ferrari
1084,giovinazzi,61,13,1.2589833333333333,alfa
1085,kevin_magnussen,61,14,1.2620166666666666,haas
1086,raikkonen,61,15,1.2446,alfa
1087,pietro_fittipaldi,61,16,1.2533833333333333,haas
1088,aitken,61,17,1.47685,williams
1089,russell,62,1,1.3245833333333332,mercedes
1090,bottas,62,2,1.3413833333333334,mercedes
1091,perez,62,3,1.2676,racing_point
1092,ocon,62,4,1.25105,renault
1093,stroll,62,5,1.26645,racing_point
1094,albon,62,6,1.283,red_bull
1095,sainz,62,7,1.2577166666666666,mclaren
1096,ricciardo,62,8,1.2661833333333334,renault
1097,kvyat,62,9,1.2831833333333333,alphatauri
1098,gasly,62,10,1.1802666666666666,alphatauri
1099,norris,62,11,1.2765666666666666,mclaren
1100,vettel,62,12,1.2764833333333334,ferrari
1101,giovinazzi,62,13,1.4528166666666666,alfa
1102,kevin_magnussen,62,14,1.3070166666666667,haas
1103,raikkonen,62,15,1.3027833333333334,alfa
1104,pietro_fittipaldi,62,16,1.06015,haas
1105,aitken,62,17,1.3595,williams
1106,russell,63,1,1.8677833333333334,mercedes
1107,perez,63,2,1.2799166666666666,racing_point
1108,ocon,63,3,1.30335,renault
1109,stroll,63,4,1.2978,racing_point
1110,bottas,63,5,2.0254,mercedes
1111,sainz,63,6,1.2809833333333334,mclaren
1112,ricciardo,63,7,1.2766333333333333,renault
1113,kvyat,63,8,1.2522833333333334,alphatauri
1114,gasly,63,9,1.20715,alphatauri
1115,albon,63,10,1.52085,red_bull
1116,norris,63,11,1.1202,mclaren
1117,vettel,63,12,1.1145833333333333,ferrari
1118,giovinazzi,63,13,1.3551333333333333,alfa
1119,kevin_magnussen,63,14,1.5079,haas
1120,raikkonen,63,15,1.59075,alfa
1121,pietro_fittipaldi,63,16,1.2792666666666668,haas
1122,aitken,63,17,0.9837166666666667,williams
1123,perez,64,1,1.5317833333333333,racing_point
1124,ocon,64,2,1.5194166666666666,renault
1125,stroll,64,3,1.5143666666666666,racing_point
1126,bottas,64,4,1.42975,mercedes
1127,russell,64,5,1.7135666666666667,mercedes
1128,sainz,64,6,1.3491833333333334,mclaren
1129,ricciardo,64,7,1.3721666666666668,renault
1130,kvyat,64,8,1.3537833333333333,alphatauri
1131,gasly,64,9,1.34925,alphatauri
1132,albon,64,10,1.3259833333333333,red_bull
1133,norris,64,11,1.2441333333333333,mclaren
1134,vettel,64,12,1.3238,ferrari
1135,giovinazzi,64,13,1.1965166666666667,alfa
1136,kevin_magnussen,64,14,1.2546833333333334,haas
1137,raikkonen,64,15,1.2188833333333333,alfa
1138,pietro_fittipaldi,64,16,1.43085,haas
1139,aitken,64,17,1.0512,williams
1140,perez,65,1,1.4985333333333333,racing_point
1141,ocon,65,2,1.4978666666666667,renault
1142,stroll,65,3,1.4930666666666668,racing_point
1143,bottas,65,4,1.47165,mercedes
1144,russell,65,5,1.4696833333333332,mercedes
1145,sainz,65,6,1.46545,mclaren
1146,ricciardo,65,7,1.4585166666666667,renault
1147,kvyat,65,8,1.4572833333333333,alphatauri
1148,gasly,65,9,1.4729666666666668,alphatauri
1149,albon,65,10,1.4775166666666666,red_bull
1150,norris,65,11,1.4760166666666668,mclaren
1151,vettel,65,12,1.2419333333333333,ferrari
1152,giovinazzi,65,13,0.97475,alfa
1153,kevin_magnussen,65,14,0.98855,haas
1154,raikkonen,65,15,0.9820333333333333,alfa
1155,pietro_fittipaldi,65,16,1.121,haas
1156,aitken,65,17,1.2622333333333333,williams
1157,perez,66,1,1.5770833333333334,racing_point
1158,ocon,66,2,1.5736333333333334,renault
1159,stroll,66,3,1.5772,racing_point
1160,bottas,66,4,1.56975,mercedes
1161,russell,66,5,1.5723833333333332,mercedes
1162,sainz,66,6,1.5701,mclaren
1163,ricciardo,66,7,1.5623333333333334,renault
1164,kvyat,66,8,1.5557833333333333,alphatauri
1165,gasly,66,9,1.5522166666666666,alphatauri
1166,albon,66,10,1.5487833333333334,red_bull
1167,norris,66,11,1.5502833333333332,mclaren
1168,vettel,66,12,1.5456666666666667,ferrari
1169,giovinazzi,66,13,1.4047333333333334,alfa
1170,kevin_magnussen,66,14,1.07935,haas
1171,raikkonen,66,15,0.9961666666666666,alfa
1172,pietro_fittipaldi,66,16,0.9736,haas
1173,aitken,66,17,1.0346333333333333,williams
1174,perez,67,1,1.4397833333333334,racing_point
1175,ocon,67,2,1.4431833333333333,renault
1176,stroll,67,3,1.43125,racing_point
1177,bottas,67,4,1.43845,mercedes
1178,russell,67,5,1.4480833333333334,mercedes
1179,sainz,67,6,1.4586,mclaren
1180,ricciardo,67,7,1.4404666666666666,renault
1181,kvyat,67,8,1.44025,alphatauri
1182,gasly,67,9,1.4241333333333333,alphatauri
1183,albon,67,10,1.4427,red_bull
1184,norris,67,11,1.44275,mclaren
1185,vettel,67,12,1.4466333333333334,ferrari
1186,giovinazzi,67,13,1.4420166666666667,alfa
1187,kevin_magnussen,67,14,1.4333833333333332,haas
1188,raikkonen,67,15,1.3351666666666666,alfa
1189,pietro_fittipaldi,67,16,0.9964,haas
1190,aitken,67,17,0.9723833333333334,williams
1191,perez,68,1,1.3877333333333333,racing_point
1192,ocon,68,2,1.3743666666666667,renault
1193,stroll,68,3,1.3735833333333334,racing_point
1194,bottas,68,4,1.3581833333333333,mercedes
1195,russell,68,5,1.3310333333333333,mercedes
1196,sainz,68,6,1.3131166666666667,mclaren
1197,ricciardo,68,7,1.3129166666666667,renault
1198,kvyat,68,8,1.2985166666666668,alphatauri
1199,gasly,68,9,1.2902166666666666,alphatauri
1200,albon,68,10,1.2589166666666667,red_bull
1201,norris,68,11,1.2383333333333333,mclaren
1202,vettel,68,12,1.2264666666666666,ferrari
1203,giovinazzi,68,13,1.20255,alfa
1204,kevin_magnussen,68,14,1.19735,haas
1205,raikkonen,68,15,1.1785166666666667,alfa
1206,pietro_fittipaldi,68,16,1.1637833333333334,haas
1207,aitken,68,17,1.0060333333333333,williams
1208,perez,69,1,0.9464833333333333,racing_point
1209,ocon,69,2,0.96105,renault
